CustomerKey,GeographyKey,CustomerLabel,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CustomerType
131,500,11130,Caroline,Russell,1980-01-06,M,F,caroline21@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,3884 Bates Court,424-555-0137,2004-06-11,Person
132,490,11131,Amanda,Rivera,1980-03-12,M,F,amanda7@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,9573 Royal Oak Rd.,918-555-0126,2004-04-20,Person
133,647,11132,Melissa,Richardson,1980-10-26,S,F,melissa31@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,6832 Fruitwood Dr,928-555-0118,2003-10-11,Person
134,644,11133,Angela,Griffin,1980-09-08,S,F,angela23@adventure-works.com,30000.0,0.0,0.0,Bachillerato parcial,Clerical,0.0,2.0,3828 Baltic Sea Ct,598-555-0174,2004-07-02,Person
135,531,11134,Larry,Townsend,1946-02-26,S,M,larry14@adventure-works.com,10000.0,5.0,0.0,Bachillerato,Manual calificado,1.0,2.0,7034 Carson,1 (11) 500 555-0130,2001-11-03,Person
136,445,11135,Marcus,Harris,1979-11-03,S,M,marcus14@adventure-works.com,30000.0,0.0,0.0,Bachillerato parcial,Clerical,0.0,2.0,9068 Quiet Place Drive,442-555-0119,2003-10-20,Person
137,511,11136,Brianna,Morgan,1978-10-26,S,F,brianna30@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,9005 Eagle Ct.,954-555-0117,2003-07-07,Person
138,551,11137,Jasmine,Taylor,1978-07-20,M,F,jasmine7@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,2457 Matterhorn Court,557-555-0146,2004-02-01,Person
139,633,11138,Lauren,Davis,1978-09-15,M,F,lauren23@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,8105 Pembrook Court,832-555-0121,2004-03-22,Person
140,613,11139,Tanya,Moreno,1938-11-09,S,F,tanya2@adventure-works.com,30000.0,2.0,0.0,Grado parcial,Clerical,0.0,2.0,6155 Wilbur Drive,1 (11) 500 555-0185,2004-03-17,Person
141,443,11140,Javier,Alvarez,1977-02-11,S,M,javier1@adventure-works.com,30000.0,0.0,0.0,Bachillerato parcial,Clerical,0.0,2.0,8935 Etcheverry Dr.,763-555-0134,2003-09-20,Person
142,472,11141,Nicole,Ramirez,1977-06-21,M,F,nicole42@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,1101 C Street,152-555-0162,2003-11-17,Person
143,647,11142,Eduardo,Patterson,1977-08-14,S,M,eduardo55@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,6255 Macalvey Dr.,190-555-0184,2003-08-17,Person
144,645,11143,Jonathan,Henderson,1977-02-04,M,M,jonathan4@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,165 East Lane Road,149-555-0113,2003-12-17,Person
145,577,11144,Edward,Hernandez,1979-09-09,S,M,edward48@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,7607 Pine Hollow Road,178-555-0196,2003-07-29,Person
146,580,11145,Jasmine,Coleman,1979-12-08,S,F,jasmine46@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,1961 Oak Grove Road,857-555-0115,2003-07-29,Person
147,509,11146,Karla,Goel,1939-08-26,S,F,karla20@adventure-works.com,40000.0,2.0,0.0,Grado,Administración,1.0,2.0,3272 Corrie Lane,1 (11) 500 555-0137,2003-08-09,Person
148,568,11147,Ernest,Wu,1939-02-05,M,M,ernest6@adventure-works.com,60000.0,2.0,0.0,Máster,Administración,1.0,1.0,1832 RiverRock Dr,1 (11) 500 555-0139,2001-11-13,Person
149,478,11148,Ross,Vazquez,1941-08-16,M,M,ross32@adventure-works.com,40000.0,2.0,0.0,Grado,Administración,1.0,2.0,1201 Paso Del Rio Way,1 (11) 500 555-0163,2003-09-08,Person
150,492,11149,Theodore,Gill,1941-04-20,M,M,theodore14@adventure-works.com,40000.0,2.0,0.0,Grado,Administración,1.0,2.0,9120 Pinewood Court,1 (11) 500 555-0194,2003-12-06,Person
151,699,11150,Russell,Shen,1941-03-15,S,M,russell6@adventure-works.com,40000.0,2.0,0.0,Grado,Administración,1.0,2.0,4755 Easley Drive,1 (11) 500 555-0191,2003-09-28,Person
152,558,11151,Melinda,Gill,1942-02-25,S,F,melinda9@adventure-works.com,60000.0,2.0,0.0,Máster,Administración,0.0,1.0,805 Rainier Dr.,1 (11) 500 555-0117,2001-11-15,Person
153,537,11152,James,Williams,1976-01-10,S,M,james77@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,6827 Seagull Court,355-555-0153,2003-07-13,Person
154,678,11153,Angela,James,1976-06-23,M,F,angela34@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,8877 Weatherly Drive,847-555-0111,2003-09-30,Person
155,573,11154,Megan,Walker,1976-08-21,S,F,megan25@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,1.0,6898 Holiday Hills,918-555-0186,2003-07-14,Person
156,443,11155,Hunter,Robinson,1976-01-26,S,M,hunter50@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,8356 Mori Court,891-555-0125,2003-07-10,Person
157,645,11156,Maria,Roberts,1976-02-07,S,F,maria47@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,9452 Mariposa Ct.,158-555-0199,2003-07-12,Person
158,559,11157,Hannah,Long,1975-06-11,M,F,hannah32@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,1832 Preston Ct.,974-555-0177,2004-01-25,Person
159,690,11158,Jason,Wright,1975-10-08,S,M,jason46@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,6771 Bundros Court,694-555-0176,2003-07-23,Person
160,707,11159,Brianna,Hughes,1975-09-17,S,F,brianna57@adventure-works.com,40000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,6793 Bonifacio St.,319-555-0183,2004-03-11,Person
161,470,11160,Maurice,Tang,1974-01-08,S,M,maurice4@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,2886 Chaparral Court,947-555-0172,2003-08-25,Person
162,470,11161,Emily,Wood,1974-04-22,S,F,emily27@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,1562 Black Walnut,184-555-0114,2003-12-03,Person
163,643,11162,Chase,Cox,1974-03-05,S,M,chase10@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,1.0,P.O. Box 8070,764-555-0116,2003-08-22,Person
164,552,11163,Gabriel,Wang,1974-12-20,M,M,gabriel21@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,1.0,8002 Crane Court,617-555-0150,2003-11-02,Person
165,560,11164,Devin,Brooks,1974-05-05,S,M,devin63@adventure-works.com,40000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,4231 Highland Dr.,502-555-0138,2003-10-29,Person
166,520,11165,Jocelyn,Alexander,1973-07-18,M,F,jocelyn18@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,1.0,3376 Bank Way,354-555-0134,2003-11-26,Person
167,522,11166,Ashley,Martinez,1972-04-24,S,F,ashley18@adventure-works.com,70000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,6993 Whyte Park Ave.,131-555-0194,2004-04-16,Person
168,495,11167,Jasmine,Barnes,1972-08-01,S,F,jasmine43@adventure-works.com,80000.0,0.0,0.0,Grado,Administración,0.0,1.0,9183 Via Del Sol,178-555-0156,2003-07-11,Person
169,520,11168,David,Rodriguez,1968-05-15,S,M,david83@adventure-works.com,80000.0,0.0,0.0,Grado,Administración,0.0,1.0,38 Shangri-la Rd.,730-555-0128,2003-07-19,Person
170,619,11169,Bryce,Richardson,1968-06-22,M,M,bryce8@adventure-works.com,90000.0,4.0,4.0,Grado,Administración,1.0,1.0,1841 Blackwood Drive,178-555-0176,2003-11-27,Person
171,597,11170,Carol,Howard,1968-02-05,M,F,carol5@adventure-works.com,90000.0,4.0,4.0,Grado,Administración,1.0,1.0,6281 Edward Ave,845-555-0127,2004-02-27,Person
172,707,11171,Jonathan,Hill,1967-10-09,S,M,jonathan43@adventure-works.com,100000.0,1.0,0.0,Grado,Administración,1.0,2.0,3731 Chinquapin Ct,134-555-0196,2002-02-20,Person
173,507,11172,Gabrielle,Adams,1967-11-21,M,F,gabrielle58@adventure-works.com,100000.0,1.0,0.0,Grado,Administración,1.0,2.0,5621 Arcadia Pl.,403-555-0152,2003-11-04,Person
174,703,11173,Sarah,Thomas,1967-09-01,S,F,sarah13@adventure-works.com,110000.0,0.0,0.0,Máster,Administración,0.0,4.0,5636 Mt. Whitney Dr.,868-555-0188,2003-09-03,Person
175,653,11174,Nicholas,Robinson,1967-07-13,M,M,nicholas19@adventure-works.com,110000.0,0.0,1.0,Máster,Administración,1.0,0.0,1318 Lasalle Street,949-555-0138,2004-01-14,Person
176,430,11175,Luis,Wang,1963-03-05,S,M,luis24@adventure-works.com,70000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,6943 Patterson Blvd.,418-555-0127,2002-02-28,Person
177,490,11176,Mason,Roberts,1968-01-25,M,M,mason25@adventure-works.com,90000.0,4.0,4.0,Grado,Administración,1.0,1.0,5753 Megan Dr.,539-555-0162,2003-08-06,Person
178,688,11177,Jose,Flores,1942-07-04,M,M,jose6@adventure-works.com,110000.0,2.0,4.0,Máster,Administración,1.0,2.0,3991 Rambling Rose Drive,157-555-0182,2003-09-30,Person
179,645,11178,Nathan,Johnson,1943-08-24,M,M,nathan55@adventure-works.com,100000.0,2.0,3.0,Máster,Administración,1.0,3.0,8927 Daylight Place,117-555-0182,2003-08-25,Person
180,430,11179,Molly,Rodriguez,1943-06-14,M,F,molly18@adventure-works.com,120000.0,2.0,4.0,Máster,Administración,1.0,3.0,5556 Riverland Dr.,135-555-0185,2003-09-13,Person
181,610,11180,April,Anand,1943-01-02,M,F,april18@adventure-works.com,160000.0,1.0,3.0,Grado,Administración,1.0,4.0,3531 Brookview Drive,702-555-0144,2003-09-18,Person
182,653,11181,Devin,Martin,1943-08-08,M,M,devin13@adventure-works.com,170000.0,2.0,3.0,Máster,Administración,1.0,2.0,1085 Greenbelt Way,735-555-0197,2003-11-08,Person
183,694,11182,Stephanie,Torres,1944-08-25,S,F,stephanie19@adventure-works.com,70000.0,4.0,0.0,Grado,Administración,1.0,2.0,6968 Mildred Ln.,567-555-0176,2004-02-29,Person
184,691,11183,Jasmine,Lee,1944-07-15,S,F,jasmine19@adventure-works.com,70000.0,4.0,0.0,Grado,Administración,1.0,2.0,7502 Contuti Avenue,147-555-0199,2003-11-01,Person
185,470,11184,Meghan,Hernandez,1944-11-16,S,F,meghan3@adventure-works.com,70000.0,4.0,0.0,Grado,Administración,1.0,2.0,5872 L St.,967-555-0188,2004-02-11,Person
186,511,11185,Ashley,Henderson,1944-10-08,S,F,ashley31@adventure-works.com,70000.0,4.0,0.0,Grado,Administración,1.0,2.0,8834 San Jose Ave.,173-555-0121,2003-08-25,Person
187,527,11186,Sarah,Price,1944-05-21,S,F,sarah25@adventure-works.com,70000.0,4.0,0.0,Grado,Administración,1.0,2.0,4815 Paraiso Ct.,180-555-0133,2004-04-20,Person
188,597,11187,Jennifer,Cooper,1944-02-22,M,F,jennifer63@adventure-works.com,60000.0,4.0,0.0,Máster,Administración,1.0,2.0,2429 Longview Road,857-555-0111,2003-10-05,Person
189,690,11188,Catherine,Morris,1944-09-06,M,F,catherine16@adventure-works.com,60000.0,4.0,0.0,Máster,Administración,0.0,2.0,6542 Stonewood Drive,795-555-0117,2004-05-04,Person
190,583,11189,Lawrence,Blanco,1944-07-15,S,M,lawrence14@adventure-works.com,60000.0,4.0,0.0,Máster,Administración,1.0,2.0,7502 Contuti Avenue,656-555-0171,2002-02-26,Person
191,430,11190,Carson,Bryant,1944-06-22,M,M,carson17@adventure-works.com,70000.0,5.0,0.0,Grado,Administración,1.0,2.0,2995 Youngsdale Dr.,240-555-0142,2004-02-29,Person
192,469,11191,Kristi,Perez,1945-12-18,S,F,kristi39@adventure-works.com,70000.0,5.0,0.0,Grado,Administración,1.0,3.0,1769 Lislin Ct,123-555-0181,2002-02-11,Person
193,693,11192,James,Brown,1945-09-13,M,M,james79@adventure-works.com,60000.0,4.0,0.0,Grado,Administración,1.0,2.0,673 Old Mountain View Dr.,725-555-0117,2003-12-25,Person
194,573,11193,Ian,Gray,1945-02-13,M,M,ian72@adventure-works.com,60000.0,4.0,0.0,Grado,Administración,1.0,2.0,5941 Gill Dr.,596-555-0190,2003-08-29,Person
195,527,11194,Jacqueline,Price,1945-06-10,M,F,jacqueline0@adventure-works.com,60000.0,4.0,0.0,Grado,Administración,1.0,2.0,872 Mark Twain Dr,266-555-0112,2003-09-14,Person
196,678,11195,Megan,Henderson,1946-02-10,M,F,megan55@adventure-works.com,60000.0,5.0,0.0,Grado,Administración,1.0,3.0,8411 Mt. Olivet Place,560-555-0150,2003-10-16,Person
197,580,11196,Alfredo,Romero,1946-06-07,M,M,alfredo10@adventure-works.com,60000.0,5.0,0.0,Grado,Administración,1.0,3.0,2499 Greendell Pl,342-555-0110,2003-09-04,Person
198,693,11197,Andrea,Morris,1946-06-18,M,F,andrea18@adventure-works.com,70000.0,3.0,1.0,Grado,Administración,0.0,1.0,1883 Green View Court,715-555-0178,2003-11-03,Person
199,691,11198,Brooke,Sanders,1946-11-26,S,F,brooke3@adventure-works.com,70000.0,4.0,1.0,Grado,Administración,1.0,1.0,5192 Dumbarton Drive,215-555-0156,2003-08-09,Person
200,445,11199,Jacqueline,Bennett,1946-11-06,M,F,jacqueline1@adventure-works.com,70000.0,4.0,1.0,Grado,Administración,1.0,1.0,8948 Chinquapin Court,413-555-0174,2003-09-19,Person
201,701,11200,Jason,Griffin,1947-11-22,M,M,jason18@adventure-works.com,70000.0,4.0,1.0,Grado,Administración,1.0,1.0,7239 Nicholas Drive,232-555-0160,2003-08-11,Person
202,547,11201,Amanda,Foster,1947-08-18,M,F,amanda37@adventure-works.com,70000.0,4.0,1.0,Grado,Administración,1.0,1.0,3984 San Francisco,505-555-0159,2004-01-02,Person
203,645,11202,Alexia,Price,1947-08-26,M,F,alexia0@adventure-works.com,80000.0,5.0,0.0,Grado,Administración,0.0,2.0,2079 Wellington Ct,552-555-0118,2004-03-18,Person
204,675,11203,Luis,Diaz,1948-08-21,M,M,luis21@adventure-works.com,40000.0,2.0,1.0,Bachillerato,Profesional,1.0,2.0,3682 Diablo View Road,171-555-0126,2003-08-24,Person
205,580,11204,Destiny,Rivera,1948-06-01,M,F,destiny33@adventure-works.com,40000.0,2.0,1.0,Bachillerato,Profesional,1.0,2.0,6965 Appalachian Drive,743-555-0111,2004-02-10,Person
206,597,11205,Abby,Fernandez,1948-07-24,M,F,abby13@adventure-works.com,40000.0,2.0,1.0,Bachillerato,Profesional,1.0,2.0,8330 Glenside Court,134-555-0119,2004-01-28,Person
207,507,11206,Blake,Flores,1948-09-24,M,M,blake60@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,1.0,9410 Ferry St.,975-555-0163,2003-11-12,Person
208,678,11207,Danielle,Cox,1948-07-19,S,F,danielle12@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,1.0,2346 Wren Ave,396-555-0158,2003-08-04,Person
209,633,11208,Maria,Reed,1948-02-04,M,F,maria4@adventure-works.com,60000.0,2.0,1.0,Grado,Administración,1.0,0.0,1413 Bridgeview St,156-555-0163,2003-09-05,Person
210,505,11209,Allison,Evans,1948-01-13,M,F,allison21@adventure-works.com,60000.0,2.0,1.0,Grado,Administración,1.0,0.0,3515 Sutton Circle,988-555-0151,2003-09-26,Person
211,570,11210,Edward,Wood,1948-06-08,M,M,edward50@adventure-works.com,70000.0,4.0,1.0,Grado parcial,Profesional,1.0,2.0,1039 Adelaide St.,229-555-0114,2003-11-07,Person
212,490,11211,Samantha,Russell,1949-10-12,M,F,samantha42@adventure-works.com,40000.0,2.0,1.0,Bachillerato,Profesional,1.0,2.0,9256 Village Oaks Dr.,547-555-0121,2003-08-05,Person
213,511,11212,Chloe,Campbell,1949-11-05,M,F,chloe4@adventure-works.com,40000.0,2.0,1.0,Bachillerato,Profesional,1.0,2.0,3562 East Ave.,205-555-0169,2003-08-03,Person
214,479,11213,Stephanie,Murphy,1949-05-14,S,F,stephanie11@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,2.0,5514 Grant Street,293-555-0151,2003-09-29,Person
215,660,11214,Charles,Miller,1949-11-07,S,M,charles9@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,2.0,2719 Little Dr,389-555-0115,2004-02-15,Person
216,682,11215,Ana,Perry,1950-06-21,M,F,ana7@adventure-works.com,40000.0,2.0,1.0,Bachillerato parcial,Manual calificado,1.0,2.0,3114 Arlington Way,446-555-0134,2003-08-19,Person
217,536,11216,Jasmine,Torres,1950-05-20,S,F,jasmine32@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,2.0,8328 San Francisco,939-555-0130,2002-02-15,Person
218,536,11217,Natalie,Adams,1950-02-11,S,F,natalie58@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,2.0,6592 Bent Tree Lane,300-555-0150,2002-02-10,Person
219,559,11218,Olivia,Brown,1950-09-11,S,F,olivia4@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,0.0,2.0,3964 Stony Hill Circle,414-555-0147,2003-09-01,Person
220,573,11219,Charles,Cook,1950-12-02,M,M,charles69@adventure-works.com,60000.0,2.0,1.0,Bachillerato,Profesional,1.0,2.0,6871 Bel Air Dr.,755-555-0111,2004-05-01,Person
221,469,11220,Erica,Huang,1950-02-23,M,F,erica5@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,1.0,9142 All Ways Drive,618-555-0157,2003-09-15,Person
222,645,11221,Nathan,Perry,1950-06-10,M,M,nathan3@adventure-works.com,70000.0,4.0,2.0,Grado parcial,Profesional,1.0,1.0,9714 Nicholas Drive,271-555-0191,2003-10-09,Person
223,547,11222,Alexandra,Rivera,1950-08-17,M,F,alexandra11@adventure-works.com,80000.0,3.0,1.0,Grado,Administración,1.0,1.0,4999 Corte Segunda,488-555-0143,2004-05-04,Person
224,499,11223,Hailey,Patterson,1951-09-16,S,F,hailey30@adventure-works.com,70000.0,2.0,1.0,Bachillerato,Profesional,1.0,2.0,5045 Vancouver Way,480-555-0126,2003-08-02,Person
225,597,11224,Tiffany,Li,1951-09-06,S,F,tiffany3@adventure-works.com,70000.0,2.0,1.0,Bachillerato,Profesional,1.0,2.0,6404 Del Mar Ave,197-555-0118,2002-02-07,Person
226,678,11225,Madison,Lee,1951-02-16,M,F,madison22@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,1.0,5927 Seaview Avenue,471-555-0142,2003-12-24,Person
227,703,11226,Sydney,Ross,1951-09-27,M,F,sydney26@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,1.0,5252 Santa Fe,219-555-0146,2003-08-25,Person
228,469,11227,Marshall,Chavez,1951-08-12,S,M,marshall35@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,2.0,9022 Estudillo Street,712-555-0116,2002-02-03,Person
229,625,11228,Ashley,Jones,1951-04-19,M,F,ashley3@adventure-works.com,60000.0,2.0,1.0,Grado parcial,Profesional,1.0,2.0,7681 Willow Pass Road,996-555-0169,2004-04-27,Person
230,538,11229,Adrian,Stewart,1951-12-03,S,M,adrian21@adventure-works.com,70000.0,4.0,2.0,Grado parcial,Profesional,1.0,1.0,6898 Shaw Rd.,812-555-0122,2004-01-28,Person
231,547,11230,Amber,Turner,1951-04-03,M,F,amber4@adventure-works.com,70000.0,4.0,2.0,Grado parcial,Profesional,0.0,2.0,6345 Ridge Circle,155-555-0131,2004-01-17,Person
232,442,11231,Dennis,Zhang,1952-11-14,M,M,dennis1@adventure-works.com,60000.0,2.0,1.0,Bachillerato,Profesional,1.0,2.0,3951 Calle Verde Drive,710-555-0134,2003-08-14,Person
233,627,11232,Hailey,Bryant,1952-09-27,M,F,hailey38@adventure-works.com,60000.0,3.0,1.0,Bachillerato,Profesional,0.0,2.0,2828 Rogers Ave.,156-555-0195,2004-03-23,Person
234,584,11233,Todd,Li,1952-09-09,M,M,todd5@adventure-works.com,70000.0,4.0,2.0,Grado parcial,Profesional,1.0,2.0,5897 Scottsdale Rd.,680-555-0147,2003-08-12,Person
235,652,11234,Anna,Griffin,1952-11-19,S,F,anna46@adventure-works.com,70000.0,4.0,2.0,Grado parcial,Profesional,1.0,2.0,7221 Peachwillow Street,965-555-0146,2003-08-12,Person
236,577,11235,Angel,Stewart,1952-02-08,M,M,angel24@adventure-works.com,70000.0,4.0,2.0,Grado parcial,Profesional,1.0,2.0,2585 La Salle Ct.,540-555-0122,2004-01-05,Person
237,583,11236,Jeremy,Butler,1952-03-05,S,M,jeremy29@adventure-works.com,70000.0,5.0,2.0,Grado parcial,Profesional,1.0,2.0,8811 The Trees Dr.,980-555-0117,2004-04-05,Person
238,696,11237,Clarence,Anand,1958-09-23,S,M,clarence36@adventure-works.com,130000.0,2.0,3.0,Grado,Administración,0.0,4.0,Welt Platz 6,1 (11) 500 555-0191,2002-03-08,Person
239,588,11238,Mayra,Prasad,1958-08-10,S,F,mayra9@adventure-works.com,130000.0,2.0,3.0,Grado,Administración,0.0,4.0,1119 Elderwood Dr.,1 (11) 500 555-0116,2001-07-09,Person
240,506,11239,Latoya,Goel,1958-10-06,M,F,latoya18@adventure-works.com,130000.0,2.0,4.0,Grado parcial,Profesional,0.0,2.0,8154 Pheasant Circle,1 (11) 500 555-0149,2001-07-22,Person
241,704,11240,Anne,Hernandez,1958-12-11,M,F,anne4@adventure-works.com,160000.0,2.0,3.0,Grado parcial,Profesional,1.0,4.0,76 Woodcrest Dr.,1 (11) 500 555-0119,2001-08-30,Person
242,503,11241,Lisa,Cai,1957-10-11,S,F,lisa24@adventure-works.com,100000.0,2.0,3.0,Grado parcial,Profesional,1.0,4.0,"102, rue de Berri",1 (11) 500 555-0125,2003-03-14,Person
243,564,11242,Larry,Munoz,1957-11-11,M,M,larry9@adventure-works.com,110000.0,2.0,4.0,Grado parcial,Profesional,1.0,3.0,Midi-Couleurs,1 (11) 500 555-0193,2003-03-23,Person
244,481,11243,Robin,Alvarez,1957-10-09,M,F,robin2@adventure-works.com,150000.0,2.0,3.0,Grado parcial,Profesional,1.0,3.0,4086 Emmons Canyon Lane,1 (11) 500 555-0198,2001-08-24,Person
245,541,11244,Alexis,Coleman,1957-11-26,S,F,alexis28@adventure-works.com,170000.0,2.0,3.0,Grado,Administración,0.0,3.0,7140 Camelback Road,1 (11) 500 555-0115,2001-08-15,Person
246,662,11245,Ricky,Vazquez,1956-10-27,M,M,ricky15@adventure-works.com,120000.0,3.0,4.0,Bachillerato,Profesional,0.0,4.0,Roßstr 9928,1 (11) 500 555-0147,2002-03-29,Person
247,662,11246,Latasha,Rubio,1956-10-09,M,F,latasha21@adventure-works.com,120000.0,3.0,4.0,Bachillerato,Profesional,0.0,4.0,Alderstr 7690,1 (11) 500 555-0178,2002-04-05,Person
248,498,11247,Claudia,Zhou,1956-06-06,S,F,claudia7@adventure-works.com,130000.0,3.0,4.0,Grado parcial,Profesional,0.0,3.0,6516 Beauer Lane,1 (11) 500 555-0116,2001-08-21,Person
249,545,11248,Tristan,Alexander,1955-03-26,M,M,tristan19@adventure-works.com,110000.0,3.0,4.0,Grado parcial,Profesional,1.0,4.0,"88, avenue des Champs-Elysées",1 (11) 500 555-0124,2004-01-15,Person
250,556,11249,Cindy,Patel,1955-07-13,M,F,cindy3@adventure-works.com,130000.0,3.0,4.0,Grado parcial,Profesional,1.0,3.0,Essener Straße 123,1 (11) 500 555-0149,2002-04-11,Person
251,574,11250,Shannon,Liu,1955-03-12,M,F,shannon4@adventure-works.com,170000.0,3.0,4.0,Bachillerato,Profesional,1.0,2.0,4185 Keywood Ct.,1 (11) 500 555-0119,2001-09-17,Person
252,490,11251,Xavier,Long,1932-07-04,S,M,xavier51@adventure-works.com,30000.0,4.0,0.0,Bachillerato,Profesional,0.0,2.0,9245 Dantley Way,243-555-0114,2004-04-20,Person
253,502,11252,Nicholas,Thompson,1932-06-07,S,M,nicholas16@adventure-works.com,90000.0,3.0,0.0,Máster,Administración,1.0,1.0,504 O St.,377-555-0147,2002-02-14,Person
254,701,11253,José,Hernandez,1933-02-28,M,M,josé54@adventure-works.com,60000.0,2.0,0.0,Máster,Administración,1.0,2.0,5703 Donald Dr.,712-555-0130,2003-09-02,Person
255,597,11254,Johnathan,Vance,1933-03-03,M,M,johnathan5@adventure-works.com,70000.0,4.0,0.0,Máster,Administración,1.0,2.0,9430 Versailles Pl,494-555-0166,2004-05-26,Person
256,597,11255,Colin,Lin,1933-04-04,M,M,colin8@adventure-works.com,70000.0,4.0,0.0,Máster,Administración,1.0,2.0,6083 San Jose,599-555-0132,2003-08-27,Person
257,507,11256,Katelyn,Hernandez,1933-09-20,M,F,katelyn42@adventure-works.com,70000.0,4.0,0.0,Máster,Administración,1.0,2.0,7496 Deerfield Dr.,249-555-0116,2003-10-17,Person
258,667,11257,Jacqueline,Powell,1933-01-06,S,F,jacqueline9@adventure-works.com,120000.0,1.0,2.0,Máster,Administración,1.0,4.0,4076 Northwood Dr,796-555-0111,2002-02-24,Person
